query_year,matter_id,matter_file,disposition_group,review_difficulty,application_keys,title_bbls,title_address_candidate,title,chatgpt_plain_text_prompt
2018,3673473,LU 0204-2018,disapproved,document_lookup_review,170116ZSM,,,"Application No. C 170116 ZSM (27 East 4th Street) submitted by Kalodop II Park Corporation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-712(a) of the Zoning Resolution to modify the use regulations of Section 42-14(D)(2)(b) to allow Use Group 5 uses (transient hotel and accessory uses) and Use Group 6 uses (retail and office uses) below the floor level of the second story of a proposed 8-story commercial building on a zoning lot that, as of December 15, 2003, is improved with a one-story building, on property located","Matter: LU 0204-2018 (2018)
Disposition: disapproved / Disapproved by Council
Application keys: 170116ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 170116 ZSM (27 East 4th Street) submitted by Kalodop II Park Corporation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-712(a) of the Zoning Resolution to modify the use regulations of Section 42-14(D)(2)(b) to allow Use Group 5 uses (transient hotel and accessory uses) and Use Group 6 uses (retail and office uses) below the floor level of the second story of a proposed 8-story commercial building on a zoning lot that, as of December 15, 2003, is improved with a one-story building, on property located
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2018,3320504,Res 0131-2018,filed_withdrawal_or_motion,medium_address_or_range_review,20185005TCM,,270 6th Avenue,"Resolution approving a motion to file pursuant to withdrawal of the Application for a new revocable consent for an unenclosed sidewalk café located at 270 6th Avenue, Borough of Manhattan (20185005 TCM; L.U. No. 1).","Matter: Res 0131-2018 (2018)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 20185005TCM
Parsed title BBLs: none parsed
Parsed title address: 270 6th Avenue
Full title: Resolution approving a motion to file pursuant to withdrawal of the Application for a new revocable consent for an unenclosed sidewalk café located at 270 6th Avenue, Borough of Manhattan (20185005 TCM; L.U. No. 1).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2018,3595823,Res 0496-2018,filed_withdrawal_or_motion,document_lookup_review,180098ZMQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 180098 ZMQ, a Zoning Map amendment (L.U. No. 166).","Matter: Res 0496-2018 (2018)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 180098ZMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 180098 ZMQ, a Zoning Map amendment (L.U. No. 166).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2018,3595824,Res 0497-2018,filed_withdrawal_or_motion,document_lookup_review,180099ZRQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 180099 ZRQ (L.U. No. 167), for an amendment of the Zoning Resolution of the City of New York, modifying Appendix F for the purpose of establishing a Mandatory Inclusionary Housing area, Community District 4, Borough of Queens.","Matter: Res 0497-2018 (2018)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 180099ZRQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 180099 ZRQ (L.U. No. 167), for an amendment of the Zoning Resolution of the City of New York, modifying Appendix F for the purpose of establishing a Mandatory Inclusionary Housing area, Community District 4, Borough of Queens.
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2018,3595825,Res 0498-2018,disapproved,medium_address_or_range_review,20185483TCM,,461 West 23rd Street,"Resolution disapproving the petition for a new revocable consent for an unenclosed sidewalk café located at 461 West 23rd Street, Borough of Manhattan (Non-ULURP No. 20185483 TCM; L.U. No. 169).","Matter: Res 0498-2018 (2018)
Disposition: disapproved / Disapproved by Council
Application keys: 20185483TCM
Parsed title BBLs: none parsed
Parsed title address: 461 West 23rd Street
Full title: Resolution disapproving the petition for a new revocable consent for an unenclosed sidewalk café located at 461 West 23rd Street, Borough of Manhattan (Non-ULURP No. 20185483 TCM; L.U. No. 169).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2018,3595827,Res 0500-2018,disapproved,medium_address_or_range_review,20185391TCM,,4486-4488 Broadway,"Resolution disapproving the petition for a new revocable consent for an unenclosed sidewalk café located at 4486-4488 Broadway, Borough of Manhattan (Non-ULURP No. 20185391 TCM; L.U. No 171.).","Matter: Res 0500-2018 (2018)
Disposition: disapproved / Disapproved by Council
Application keys: 20185391TCM
Parsed title BBLs: none parsed
Parsed title address: 4486-4488 Broadway
Full title: Resolution disapproving the petition for a new revocable consent for an unenclosed sidewalk café located at 4486-4488 Broadway, Borough of Manhattan (Non-ULURP No. 20185391 TCM; L.U. No 171.).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,3876820,LU 0367-2019,filed_by_council_other,document_lookup_review,180294ZMK,,,"Application No. C 180294 ZMK submitted by 41 Summit Street, LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16a, changing from changing from an M1-1 District to an R7A District property bounded by a line midway between Carroll Street and Hamilton Avenue, a line midway between Carroll Street and Summit Street, a line 350 feet westerly of Columbia Street, Summit Street, Hamilton Avenue, and a line perpendicular to the northeasterly street line of Hamilton Avenue distant 70 feet northwesterly (as measured along the street line) f","Matter: LU 0367-2019 (2019)
Disposition: filed_by_council_other / Filed by Council
Application keys: 180294ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 180294 ZMK submitted by 41 Summit Street, LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16a, changing from changing from an M1-1 District to an R7A District property bounded by a line midway between Carroll Street and Hamilton Avenue, a line midway between Carroll Street and Summit Street, a line 350 feet westerly of Columbia Street, Summit Street, Hamilton Avenue, and a line perpendicular to the northeasterly street line of Hamilton Avenue distant 70 feet northwesterly (as measured along the street line) f
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,3908793,Res 0835-2019,filed_withdrawal_or_motion,document_lookup_review,180294ZMK,,,"Resolution approving a motion to file pursuant to withdrawal for Application No. C 180294 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 367).","Matter: Res 0835-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 180294ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal for Application No. C 180294 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 367).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,3908794,Res 0836-2019,filed_withdrawal_or_motion,document_lookup_review,180295ZRK,,,"Resolution approving a motion to file pursuant to withdrawal for Application No. N 180295 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 368).","Matter: Res 0836-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 180295ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal for Application No. N 180295 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 368).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,4066748,Res 1011-2019,filed_withdrawal_or_motion,document_lookup_review,190202ZMQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190202 ZMQ, a Zoning Map amendment (L.U. No. 464).","Matter: Res 1011-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190202ZMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190202 ZMQ, a Zoning Map amendment (L.U. No. 464).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,4066749,Res 1012-2019,filed_withdrawal_or_motion,document_lookup_review,190203ZRQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190203 ZRQ, for an amendment of the text of the Zoning Resolution (L.U. No. 465).","Matter: Res 1012-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190203ZRQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190203 ZRQ, for an amendment of the text of the Zoning Resolution (L.U. No. 465).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,4226726,Res 1158-2019,filed_withdrawal_or_motion,document_lookup_review,190390ZMM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190390 ZMM, a Zoning Map amendment (Preconsidered L.U. No. 558).","Matter: Res 1158-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190390ZMM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190390 ZMM, a Zoning Map amendment (Preconsidered L.U. No. 558).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,4226740,Res 1161-2019,filed_withdrawal_or_motion,document_lookup_review,190403ZMX,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190403 ZMX, a Zoning Map amendment (Preconsidered L.U. No. 578).","Matter: Res 1161-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190403ZMX
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190403 ZMX, a Zoning Map amendment (Preconsidered L.U. No. 578).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2019,4226741,Res 1162-2019,filed_withdrawal_or_motion,document_lookup_review,190430AZRY,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190430(A) ZRY, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 579).","Matter: Res 1162-2019 (2019)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190430AZRY
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190430(A) ZRY, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 579).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4326360,LU 0632-2020,filed_by_council_other,document_lookup_review,200050ZSM,,,"Application No. C 200050 ZSM (Lenox Terrace) submitted by Lenox Terrace Development Associates pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 of the Zoning Resolution to modify the height and setback requirements of Sections 23-60 (Height and Setback Regulations) and 35-60 (Modification of Height and Setback Regulations), and the distance between buildings requirements of Section 23- 711 (Standard minimum distance between buildings), in connection with a proposed mixed use development, within a large scale general de","Matter: LU 0632-2020 (2020)
Disposition: filed_by_council_other / Filed by Council
Application keys: 200050ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 200050 ZSM (Lenox Terrace) submitted by Lenox Terrace Development Associates pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 of the Zoning Resolution to modify the height and setback requirements of Sections 23-60 (Height and Setback Regulations) and 35-60 (Modification of Height and Setback Regulations), and the distance between buildings requirements of Section 23- 711 (Standard minimum distance between buildings), in connection with a proposed mixed use development, within a large scale general de
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4326363,LU 0635-2020,filed_by_council_other,document_lookup_review,200054ZSM,,,"Application No. C 200054 ZSM (Lenox Terrace) submitted by Lenox Terrace Development Associates pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to waive the required number of accessory off-street parking spaces for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development, within a large scale general development, on property generally bounded by West 135","Matter: LU 0635-2020 (2020)
Disposition: filed_by_council_other / Filed by Council
Application keys: 200054ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 200054 ZSM (Lenox Terrace) submitted by Lenox Terrace Development Associates pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to waive the required number of accessory off-street parking spaces for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development, within a large scale general development, on property generally bounded by West 135
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4624940,LU 0675-2020,filed_by_council_other,document_lookup_review,190297ZSK; 190298ZRK,,,"Application No. C 190297 ZSK (Industry City) submitted by 1-10 Bush Terminal Owner L.P. and 19-20 Bush Terminal Owner L.P. pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 129-21 of the Zoning Resolution, created under concurrent related application N 190298 ZRK, to modify the use regulations of Section 42-10 (Uses Permitted As-Of-Right) and the bulk regulations of Section 43-12 (Maximum Floor Area Ratio), Section 43-20 (Yard Regulations), and Section 43-43 (Maximum Height of Front Wall and Required Front Setbacks), on prope","Matter: LU 0675-2020 (2020)
Disposition: filed_by_council_other / Filed by Council
Application keys: 190297ZSK; 190298ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 190297 ZSK (Industry City) submitted by 1-10 Bush Terminal Owner L.P. and 19-20 Bush Terminal Owner L.P. pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 129-21 of the Zoning Resolution, created under concurrent related application N 190298 ZRK, to modify the use regulations of Section 42-10 (Uses Permitted As-Of-Right) and the bulk regulations of Section 43-12 (Maximum Floor Area Ratio), Section 43-20 (Yard Regulations), and Section 43-43 (Maximum Height of Front Wall and Required Front Setbacks), on prope
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4624942,LU 0677-2020,filed_by_council_other,document_lookup_review,160146MMK,,,"Application No. C 160146 MMK (Industry City) submitted by 1-10 Bush Terminal Owner L.P. and 19-20 Bush Terminal Owner L.P. pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: the elimination, discontinuance and closing of 40?? Street between First and Second Avenues; the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in accordance with Map Nos. X-2750 and V-2751 dated November 26, 2018 and signed by the Borough President, Borough","Matter: LU 0677-2020 (2020)
Disposition: filed_by_council_other / Filed by Council
Application keys: 160146MMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application No. C 160146 MMK (Industry City) submitted by 1-10 Bush Terminal Owner L.P. and 19-20 Bush Terminal Owner L.P. pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: the elimination, discontinuance and closing of 40?? Street between First and Second Avenues; the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in accordance with Map Nos. X-2750 and V-2751 dated November 26, 2018 and signed by the Borough President, Borough
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4331860,Res 1271-2020,filed_withdrawal_or_motion,medium_address_or_range_review,20205180TCM,,417 Amsterdam Avenue,"Resolution approving a motion to file pursuant to withdrawal of the Recommendation to approve a renewal revocable consent for an unenclosed sidewalk café located at 417 Amsterdam Avenue, Borough of Manhattan (Non-ULURP No. 20205180 TCM; L.U. No. 624).","Matter: Res 1271-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 20205180TCM
Parsed title BBLs: none parsed
Parsed title address: 417 Amsterdam Avenue
Full title: Resolution approving a motion to file pursuant to withdrawal of the Recommendation to approve a renewal revocable consent for an unenclosed sidewalk café located at 417 Amsterdam Avenue, Borough of Manhattan (Non-ULURP No. 20205180 TCM; L.U. No. 624).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4331862,Res 1273-2020,filed_withdrawal_or_motion,document_lookup_review,200088ZMX,,,"Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200088 ZMX, a Zoning Map amendment (L.U. No. 636).","Matter: Res 1273-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200088ZMX
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200088 ZMX, a Zoning Map amendment (L.U. No. 636).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4544933,Res 1327-2020,filed_withdrawal_or_motion,document_lookup_review,200050ZSM,,,"Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200050 ZSM, for the grant of a special permit (L.U. No. 632).","Matter: Res 1327-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200050ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200050 ZSM, for the grant of a special permit (L.U. No. 632).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4544934,Res 1328-2020,filed_withdrawal_or_motion,document_lookup_review,200051ZRM,,,"Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on Application No. N 200051 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 633).","Matter: Res 1328-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200051ZRM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on Application No. N 200051 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 633).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4544935,Res 1329-2020,filed_withdrawal_or_motion,document_lookup_review,200052ZMM,,,"Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200052 ZMM, a Zoning Map amendment (L.U. No. 634).","Matter: Res 1329-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200052ZMM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200052 ZMM, a Zoning Map amendment (L.U. No. 634).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4544936,Res 1330-2020,filed_withdrawal_or_motion,document_lookup_review,200054ZSM,,,"Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200054 ZSM, for the grant of a special permit (L.U. No. 635).","Matter: Res 1330-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200054ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application which was the subject of the decision of the City Planning Commission on ULURP No. C 200054 ZSM, for the grant of a special permit (L.U. No. 635).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4667020,Res 1455-2020,filed_withdrawal_or_motion,document_lookup_review,190296ZMK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190296 ZMK, a Zoning Map amendment (L.U. No. 674).","Matter: Res 1455-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190296ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190296 ZMK, a Zoning Map amendment (L.U. No. 674).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4667021,Res 1456-2020,filed_withdrawal_or_motion,document_lookup_review,190297ZSK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190297 ZSK, for the grant of a special permit (L.U. No. 675).","Matter: Res 1456-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190297ZSK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 190297 ZSK, for the grant of a special permit (L.U. No. 675).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4667022,Res 1457-2020,filed_withdrawal_or_motion,document_lookup_review,190298ZRK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190298 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 676).","Matter: Res 1457-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 190298ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 190298 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 676).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4667023,Res 1458-2020,filed_withdrawal_or_motion,document_lookup_review,160146MMK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 160146 MMK, an amendment to the City Map (L.U. No. 677).","Matter: Res 1458-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 160146MMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 160146 MMK, an amendment to the City Map (L.U. No. 677).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4667024,Res 1461-2020,disapproved,document_lookup_review,200077ZSM,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200077 ZSM, for the grant of a special permit (L.U. No. 680).","Matter: Res 1461-2020 (2020)
Disposition: disapproved / Disapproved by Council
Application keys: 200077ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200077 ZSM, for the grant of a special permit (L.U. No. 680).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4735265,Res 1520-2020,filed_withdrawal_or_motion,document_lookup_review,150178ZMK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 150178 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 707).","Matter: Res 1520-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 150178ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 150178 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 707).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2020,4735266,Res 1521-2020,filed_withdrawal_or_motion,document_lookup_review,180178ZRK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 180178 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 708).","Matter: Res 1521-2020 (2020)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 180178ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 180178 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 708).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2021,4807413,Res 1552-2021,disapproved,document_lookup_review,200062ZMK,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200062 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 722).","Matter: Res 1552-2021 (2021)
Disposition: disapproved / Disapproved by Council
Application keys: 200062ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200062 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 722).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2021,4807414,Res 1553-2021,disapproved,document_lookup_review,200063ZRK,,,"Resolution disapproving the decision of the City Planning Commission on Application No. N 200063 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 723).","Matter: Res 1553-2021 (2021)
Disposition: disapproved / Disapproved by Council
Application keys: 200063ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on Application No. N 200063 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 723).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
